grid_code,STATE_ABBR,latitude,longitude
22.0000000,MT,48.158728680000003,-115.868123710000006
12.0000000,MT,48.177500510000002,-115.737761610000007
11.0000000,MT,48.196151839999999,-115.607324100000000
11.0000000,MT,48.214682539999998,-115.476811609999999
11.0000000,MT,48.233092489999997,-115.346224559999996
11.0000000,MT,48.251381549999998,-115.215563380000006
21.0000000,MT,48.269549609999999,-115.084828509999994
12.0000000,MT,48.287596520000001,-114.954020369999995
11.0000000,MT,48.305522179999997,-114.823139400000002
11.0000000,MT,48.323326459999997,-114.692186039999996
11.0000000,MT,48.341009219999997,-114.561160720000004
21.0000000,MT,48.358570360000002,-114.430063890000000
21.0000000,MT,48.376009740000001,-114.298895979999998
21.0000000,MT,48.393327239999998,-114.167657439999999
21.0000000,MT,48.410522749999998,-114.036348709999999
11.0000000,MT,48.427596139999999,-113.904970239999997
11.0000000,MT,48.444547290000003,-113.773522470000003
11.0000000,MT,48.461376080000001,-113.642005850000004
11.0000000,MT,48.478082399999998,-113.510420839999995
11.0000000,MT,48.494666119999998,-113.378767879999998
21.0000000,MT,48.511127129999998,-113.247047420000001
21.0000000,MT,48.527465309999997,-113.115259929999993
21.0000000,MT,48.543680539999997,-112.983405849999997
21.0000000,MT,48.559772719999998,-112.851485650000001
21.0000000,MT,48.575741720000003,-112.719499780000007
21.0000000,MT,48.591587429999997,-112.587448710000004
21.0000000,MT,48.607309729999997,-112.455332889999994
31.0000000,MT,48.622908520000003,-112.323152789999995
31.0000000,MT,48.638383689999998,-112.190908879999995
31.0000000,MT,48.653735110000000,-112.058601620000005
31.0000000,MT,48.668962690000001,-111.926231470000005
31.0000000,MT,48.684066309999999,-111.793798920000000
31.0000000,MT,48.699045859999998,-111.661304419999993
31.0000000,MT,48.713901229999998,-111.528748449999995
31.0000000,MT,48.728632310000002,-111.396131490000002
31.0000000,MT,48.743239010000003,-111.263454010000004
31.0000000,MT,48.757721210000000,-111.130716480000004
31.0000000,MT,48.772078800000003,-110.997919379999999
31.0000000,MT,48.786311689999998,-110.865063190000001
31.0000000,MT,48.800419769999998,-110.732148400000000
31.0000000,MT,48.814402930000000,-110.599175470000006
31.0000000,MT,48.828261070000003,-110.466144900000003
31.0000000,MT,48.841994090000000,-110.333057179999997
31.0000000,MT,48.855601900000003,-110.199912769999997
21.0000000,MT,48.869084379999997,-110.066712179999996
21.0000000,MT,48.882441440000001,-109.933455890000005
31.0000000,MT,48.051119690000000,-115.970627250000007
11.0000000,MT,48.069979699999998,-115.840511300000003
11.0000000,MT,48.088719500000003,-115.710319819999995
12.0000000,MT,48.107338990000002,-115.580053230000004
